features,location,price
 110 m²  86 m²  3 hab.  2 baños  1 estac. ,"El Tingo, Quito",USD 110.000
 1600 m²  800 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.300.000
 150 m²  138 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 104.000
 1500 m²  300 m²  4 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 500.000
 1023 m²  273 m²  3 hab.  4 baños  3 estac. ,"Nayón - Tanda, Quito",USD 325.000
 253 m²  229 m²  4 hab.  5 baños  2 estac. ,"Tumbaco, Quito",USD 190.000
 15250 m²  750 m²  4 hab.  5 baños  6 estac. ,"Puembo, Quito",USD 3.000.000
 283 m²  213 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 279.000
 220 m²  220 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 250.000
 165 m²  165 m²  4 hab.  3 baños  1 estac. ,"El Pinar, Quito",USD 128.000
 234 m²  134 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 133.900
 180 m²  150 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 199.000
 145 m²  140 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 105.000
 1100 m²  750 m²  4 hab.  5 baños  8 estac. ,"Miravalle, Quito",USD 2.200.000
 3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 76.000
 85 m²  84 m²  3 hab.  1 baño  1 estac. ,"Mitad del Mundo, Quito",USD 45.000
 700 m²  295 m²  4 hab.  4 baños  7 estac. ,"Los Chillos, Quito",USD 305.000
 202 m²  149 m²  2 baños  2 estac. ,"Tumbaco, Quito",USD 165.000
 200 m²  180 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 187.000
 650 m²  500 m²  5 hab.  4 baños  4 estac. ,"Nayón - Tanda, Quito",USD 420.000
 233 m²  213 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 155.000
 169 m²  169 m²  6 hab.  2 baños  1 estac. ,"Vía Simón Bolivar, Quito",USD 65.000
 325 m²  200 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 280.000
 600 m²  600 m²  6 hab.  6 baños  3 estac. ,"Tumbaco, Quito",USD 850.000
 163 m²  142 m²  2 baños  2 estac. ,"Checa, Quito",USD 330.000
 300 m²  180 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 135.000
 216 m²  143 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 160.000
 471 m²  273 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 295.000
 253 m²  253 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 195.000
 150 m²  96 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 79.000
 305 m²  196 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 261.800
 537 m²  337 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 400.000
 64 m²  64 m²  2 hab.  1 baño  1 estac. ,"Carcelén, Quito",USD 47.500
 193 m²  111 m²  3 hab.  2 baños  2 estac. ,"Carcelén, Quito",USD 99.000
 315 m²  284 m²  4 hab.  3 baños  2 estac. ,"Santa Lucía Alta, Quito",USD 215.000
 473 m²  473 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 699.000
 1000 m²  500 m²  5 hab.  4 baños  2 estac. ,"Centro Norte, Quito",USD 980.000
 260 m²  221 m²  3 hab.  2 baños  2 estac. ,"Amagasí, Quito",USD 170.000
 1100 m²  570 m²  4 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 680.000
 1600 m²  1500 m²  5 hab.  6 baños  16 estac. ,"Cumbayá, Quito",USD 2.400.000
 120 m²  114 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 75.000
 308 m²  197 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 310.000
 800 m²  422 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 680.000
 190 m²  160 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 185.000
 1300 m²  580 m²  4 hab.  4 baños  5 estac. ,"Los Chillos, Quito",USD 390.000
 205 m²  174 m²  3 hab.  3 baños  2 estac. ,"Ponceano, Quito",USD 145.000
 980 m²  460 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 720.000
 256 m²  245 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 199.000
 573 m²  277 m²  4 hab.  5 baños  3 estac. ,"Los Chillos, Quito",USD 230.000
 500 m²  390 m²  4 hab.  5 baños  2 estac. ,"Tumbaco, Quito",USD 435.000
 209 m²  156 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 182.000
 191 m²  142 m²  2 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 105.000
 136 m²  136 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 135.000
 207 m²  120 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 131.000
 300 m²  232 m²  2 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 130.000
 152 m²  152 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 110.000
 381 m²  381 m²  3 hab.  2 baños  3 estac. ,"Los Chillos, Quito",USD 185.000
 407 m²  217 m²  2 hab.  2 baños  4 estac. ,"Los Chillos, Quito",USD 159.000
 325 m²  180 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 130.000
 339 m²  210 m²  3 hab.  3 baños  2 estac. ,"Nayón - Tanda, Quito",USD 272.000
 192 m²  160 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 154.990
 300 m²  220 m²  3 hab.  2 baños  2 estac. ,"Lumbisí, Quito",USD 230.000
 152 m²  140 m²  3 hab.  1 baño  1 estac. ,"Mitad del Mundo, Quito",USD 64.900
 94 m²  94 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 63.000
 4542 m²  876 m²  7 hab.  5 baños  2 estac. ,"Cumbayá, Quito",USD 1.600.000
 197 m²  197 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 115.000
 12342 m²  11337 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 76.000
 290 m²  145 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 180.000
 611 m²  313 m²  3 hab.  4 baños ,"Tumbaco, Quito",USD 420.000
 520 m²  480 m²  4 hab.  5 baños  2 estac. ,"Los Chillos, Quito",USD 420.000
 543 m²  350 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 465.000
 573 m²  573 m²  7 hab.  4 baños  4 estac. ,"Conocoto, Quito",USD 230.000
 900 m²  400 m²  4 hab.  6 baños  4 estac. ,"Miravalle, Quito",USD 780.000
 162 m²  100 m²  4 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 93.000
 1700 m²  798 m²  5 hab.  5 baños  9 estac. ,"Tumbaco, Quito",USD 1.350.000
 265 m²  265 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 179.000
 754 m²  754 m²  4 hab.  6 estac. ,"Centro Norte, Quito",USD 999.999
 640 m²  307 m²  3 baños  2 estac. ,"Tumbaco, Quito",USD 380.000
 304 m²  227 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 279.900
 778 m²  271 m²  4 hab.  3 baños  4 estac. ,"Nayón - Tanda, Quito",USD 450.000
 268 m²  268 m²  4 hab.  3 baños  2 estac. ,"Puembo, Quito",USD 335.000
 488 m²  120 m²  3 hab.  3 baños  4 estac. ,"San Rafael, Quito",USD 176.000
 1165 m²  1065 m²  5 hab.  5 baños  5 estac. ,"Cumbayá, Quito",USD 2.400.000
 150 m²  150 m²  3 hab.  2 baños  2 estac. ,"Centro Norte, Quito",USD 152.000
 954 m²  385 m²  4 hab.  5 baños  5 estac. ,"Nayón - Tanda, Quito",USD 540.000
 74 m²  60 m²  2 hab.  1 baño  1 estac. ,"Mitad del Mundo, Quito",USD 50.000
 400 m²  400 m²  4 hab.  3 baños  3 estac. ,"Sur de Quito, Quito",USD 800.000
 159 m²  125 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 95.000
 281 m²  180 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 220.000
 195 m²  130 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 140.000
 411 m²  364 m²  3 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 220.000
 400 m²  400 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 370.000
 110 m²  110 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 88.000
 116 m²  116 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 78.000
 183 m²  118 m²  4 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 95.000
 9884 m²  600 m²  3 hab. ,"Cumbayá, Quito",USD 3.000.000
 167 m²  104 m²  3 hab.  2 baños ,"Sur de Quito, Quito",USD 86.400
 242 m²  227 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 180.000
 260 m²  250 m²  4 hab.  4 baños  3 estac. ,"Nayón - Tanda, Quito",USD 270.000
 135 m²  135 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 120.000
 310 m²  249 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 205.000
 500 m²  200 m²  4 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 250.000
 230 m²  230 m²  4 hab.  5 baños  2 estac. ,"Centro Norte, Quito",USD 185.000
 500 m²  420 m²  4 hab.  4 baños  4 estac. ,"Norte de Quito, Quito",USD 424.900
 470 m²  350 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 420.000
 250 m²  191 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 205.000
 223 m²  127 m²  3 hab.  2 baños  3 estac. ,"Calderón, Quito",USD 119.900
 132 m²  122 m²  3 hab.  2 baños  3 estac. ,"Pomasqui, Quito",USD 125.000
 250 m²  220 m²  4 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 185.000
 242 m²  167 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 180.000
 760 m²  760 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 1.400.000
 528 m²  528 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 900.000
 223 m²  167 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 129.600
 120 m²  120 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 120.000
 170 m²  112 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 81.000
 175 m²  175 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 190.000
 155 m²  115 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 110.000
 274 m²  274 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 360.000
 643 m²  340 m²  4 hab.  4 baños  4 estac. ,"Puembo, Quito",USD 365.000
 871 m²  871 m²  7 hab.  4 baños  7 estac. ,"Quitumbe, Quito",USD 260.000
 290 m²  147 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 175.000
 180 m²  150 m²  3 hab.  3 baños ,"Tumbaco, Quito",USD 155.000
 290 m²  220 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 250.000
 179 m²  135 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 170.000
 223 m²  127 m²  3 hab.  2 baños  3 estac. ,"Calderón, Quito",USD 119.900
 250 m²  250 m²  4 hab.  4 baños  4 estac. ,"Sangolqui, Quito",USD 230.000
 293 m²  220 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 420.000
 375 m²  375 m²  4 hab.  4 baños  4 estac. ,"Norte de Quito, Quito",USD 280.000
 500 m²  350 m²  4 hab.  3 baños  2 estac. ,"Sangolqui, Quito",USD 299.000
 650 m²  650 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.100.000
 560 m²  360 m²  12 hab.  6 baños  1 estac. ,"Norte de Quito, Quito",USD 170.000
 380 m²  280 m²  3 hab.  3 baños  2 estac. ,"Puembo, Quito",USD 335.000
 600 m²  360 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 480.000
 235 m²  235 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 375.000
 1000 m²  1000 m²  5 hab.  6 baños  3 estac. ,"Cumbayá, Quito",USD 3.500.000
 170 m²  134 m²  4 hab.  3 baños  2 estac. ,"La Armenia, Quito",USD 120.000
 227 m²  170 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 167.990
 832 m²  832 m²  4 hab.  4 baños ,"Tumbaco, Quito",USD 1.300.000
 270 m²  240 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 96.000
 129 m²  99 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 82.990
 215 m²  193 m²  4 hab.  3 baños  2 estac. ,"El Condado, Quito",USD 135.000
 167 m²  117 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 99.999
 145 m²  120 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 79.500
 200 m²  170 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 143.000
 200 m²  200 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 304.900
 157 m²  145 m²  3 hab.  3 baños  2 estac. ,"Bellavista, Quito",USD 133.000
 149 m²  94 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 95.000
 500 m²  500 m²  2 baños  2 estac. ,"Sur de Quito, Quito",USD 165.000
 1000 m²  269 m²  3 hab.  3 baños  2 estac. ,"Lumbisí, Quito",USD 400.000
 260 m²  260 m²  5 hab.  5 baños  3 estac. ,"Las Casas, Quito",USD 219.000
 350 m²  220 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 235.000
 192 m²  190 m²  4 hab.  3 baños  2 estac. ,"Sangolqui, Quito",USD 149.000
 170 m²  100 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 80.000
 409 m²  318 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 410.000
 350 m²  251 m²  5 hab.  4 baños  3 estac. ,"La Armenia, Quito",USD 219.000
 1500 m²  600 m²  4 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 730.000
 400 m²  400 m²  4 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 370.000
 800 m²  170 m²  3 hab.  3 baños  5 estac. ,"Tumbaco, Quito",USD 235.000
 700 m²  550 m²  5 hab.  6 baños  4 estac. ,"Cumbayá, Quito",USD 640.000
 181 m²  127 m²  3 hab.  2 baños  2 estac. ,"Centro Norte, Quito",USD 115.000
 181 m²  127 m²  3 hab.  2 baños  2 estac. ,"San Isidro - Vista Grande, Quito",USD 114.000
 175 m²  175 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 175.000
 253 m²  183 m²  4 hab.  2 estac. ,"Tumbaco, Quito",USD 185.000
 812 m²  225 m²  3 hab.  2 baños  4 estac. ,"Norte de Quito, Quito",USD 205.000
 600 m²  340 m²  4 hab.  4 baños  4 estac. ,"Puembo, Quito",USD 600.000
 450 m²  450 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 850.000
 232 m²  145 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 185.000
 240 m²  240 m²  3 hab.  2 baños  3 estac. ,"Cumbayá, Quito",USD 300.000
 110 m²  110 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 66.500
 235 m²  235 m²  4 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 120.000
 210 m²  200 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 127.000
 290 m²  230 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 290.000
 148 m²  118 m²  3 hab.  2 baños  2 estac. ,"El Condado, Quito",USD 88.000
 1010 m²  520 m²  4 baños  4 estac. ,"Los Chillos, Quito",USD 520.000
 180 m²  180 m²  3 hab.  3 baños ,"Los Chillos, Quito",USD 145.000
 130 m²  130 m²  3 hab.  1 estac. ,"Norte de Quito, Quito",USD 47.000
 406 m²  406 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 314.900
 350 m²  350 m²  7 hab.  5 baños  6 estac. ,"Sur de Quito, Quito",USD 225.000
 650 m²  400 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 445.000
 104 m²  104 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 87.000
 190 m²  100 m²  2 hab.  2 baños  3 estac. ,"Sangolqui, Quito",USD 110.000
 350 m²  230 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 264.500
 132 m²  122 m²  3 hab.  2 baños  3 estac. ,"Pomasqui, Quito",USD 125.000
 500 m²  375 m²  4 baños  2 estac. ,"Nayón - Tanda, Quito",USD 550.000
 114 m²  114 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 95.000
 675 m²  250 m²  3 hab.  1 baño  2 estac. ,"Mitad del Mundo, Quito",USD 115.000
 300 m²  165 m²  3 hab.  2 baños  3 estac. ,"Tumbaco, Quito",USD 185.000
 193 m²  165 m²  4 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 145.000
 181 m²  181 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 108.000
 182 m²  131 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 127.000
 301 m²  181 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 245.000
 3890 m²  890 m²  4 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 1.600.000
 1700 m²  600 m²  4 hab.  5 baños  2 estac. ,"Puembo, Quito",USD 950.000
 161 m²  130 m²  3 hab.  2 baños  1 estac. ,"Llano Grande, Quito",USD 89.900
 89 m²  75 m²  2 hab.  1 baño  1 estac. ,"Pomasqui, Quito",USD 55.000
 223 m²  151 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 98.000
 600 m²  300 m²  3 hab.  3 baños  4 estac. ,"Norte de Quito, Quito",USD 420.000
 74 m²  67 m²  4 hab.  1 baño  1 estac. ,"Mitad del Mundo, Quito",USD 67.400
 150 m²  120 m²  3 hab.  2 baños  1 estac. ,"Cumbayá, Quito",USD 115.000
 317 m²  317 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 750.000
 1300 m²  300 m²  4 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 340.000
 218 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 235.000
 320 m²  320 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 285.000
 1100 m²  500 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 1.700.000
 135 m²  82 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 75.900
 390 m²  280 m²  3 hab.  3 baños  2 estac. ,"Tanda, Quito",USD 335.000
 260 m²  191 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 190.000
 312 m²  138 m²  3 hab.  2 baños  4 estac. ,"Los Chillos, Quito",USD 117.000
 1111 m²  517 m²  4 hab.  5 baños  7 estac. ,"Nayón - Tanda, Quito",USD 650.000
 390 m²  390 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 565.000
 588 m²  310 m² ,"Tumbaco, Quito",USD 384.990
 410 m²  380 m²  10 hab.  5 baños  2 estac. ,"Sur de Quito, Quito",USD 195.000
 118 m²  118 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 120.000
 3770 m²  470 m²  3 hab.  3 baños  6 estac. ,"Nayón - Tanda, Quito",USD 1.250.000
 700 m²  400 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 445.000
 399 m²  210 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 240.000
 334 m²  334 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 235.000
 169 m²  120 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 100.000
 1050 m²  271 m²  3 hab.  3 baños  4 estac. ,"Nayón - Tanda, Quito",USD 450.000
 113 m²  102 m²  3 hab.  2 baños ,"San Isidro - Vista Grande, Quito",USD 103.900
 230 m²  185 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 240.000
 160 m²  150 m²  3 baños  1 estac. ,"La Armenia, Quito",USD 128.000
 115 m²  115 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 95.500
 374 m²  354 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 598.000
 233 m²  208 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 249.900
 476 m²  417 m²  4 hab.  4 baños  4 estac. ,"Sangolqui, Quito",USD 270.000
 192 m²  172 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 230.000
 3000 m²  1200 m²  5 hab.  5 baños  5 estac. ,"Centro Norte, Quito",USD 2.200.000
 106 m²  95 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 69.000
 194 m²  126 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 175.000
 260 m²  230 m²  3 hab.  4 baños  2 estac. ,"Miravalle, Quito",USD 250.000
 820 m²  468 m²  6 hab.  2 baños  2 estac. ,"San Isidro - Vista Grande, Quito",USD 345.000
 115 m²  115 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 86.000
 2000 m²  200 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 304.900
 400 m²  400 m²  3 hab.  3 baños  2 estac. ,"El Condado, Quito",USD 320.000
 280 m²  220 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 262.000
 780 m²  150 m²  3 hab.  2 baños  4 estac. ,"Calderón, Quito",USD 145.000
 236 m²  151 m²  3 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 145.000
 161 m²  78 m²  3 hab.  1 baño  2 estac. ,"Conocoto, Quito",USD 73.000
 170 m²  61 m²  3 hab.  2 baños ,"Sur de Quito, Quito",USD 91.800
 215 m²  165 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 131.000
 1186 m²  550 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 875.900
 187 m²  146 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 110.000
 203 m²  160 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 210.000
 842 m²  630 m²  17 hab.  5 baños  12 estac. ,"Cumbayá, Quito",USD 1.200.000
 1641 m²  321 m²  3 hab.  3 baños  2 estac. ,"Checa, Quito",USD 580.000
 467 m²  467 m²  3 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 595.000
 180 m²  180 m²  4 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 176.000
 313 m²  313 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 405.000
 900 m²  500 m²  3 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 830.000
 264 m²  193 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 215.000
 2500 m²  2500 m²  4 hab.  4 baños  4 estac. ,"Puembo, Quito",USD 790.000
 110 m²  110 m²  2 hab.  1 baño ,"Carapungo, Quito",USD 65.000
 290 m²  260 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 260.000
 300 m²  225 m²  3 hab.  3 baños  2 estac. ,"Nayón - Tanda, Quito",USD 280.000
 1437 m²  765 m²  5 hab.  6 baños  4 estac. ,"Miravalle, Quito",USD 860.000
 321 m²  321 m²  2 baños  2 estac. ,"Norte de Quito, Quito",USD 160.000
 400 m²  250 m²  3 hab.  3 baños  3 estac. ,"Nayón - Tanda, Quito",USD 380.000
 230 m²  165 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 153.000
 300 m²  203 m²  3 hab.  3 baños  4 estac. ,"San Rafael, Quito",USD 155.000
 166 m²  160 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 165.000
 220 m²  180 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 200.000
 261 m²  191 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 180.000
 166 m²  114 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 80.000
 450 m²  250 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 350.000
 1000 m²  155 m²  3 hab.  2 baños ,"Guayllabamba, Quito",USD 125.000
 172 m²  138 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 100.000
 560 m²  560 m²  4 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 419.000
 208 m²  164 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 150.000
 1580 m²  680 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 1.290.000
 1800 m²  500 m²  4 hab.  5 baños  4 estac. ,"Puembo, Quito",USD 750.000
 190 m²  171 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 229.000
 519 m²  310 m²  3 hab.  3 baños  3 estac. ,"Ruta Viva, Quito",USD 385.000
 186 m²  186 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 125.000
 1600 m²  465 m²  4 hab.  4 baños  3 estac. ,"Puembo, Quito",USD 560.000
 331 m²  237 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 280.000
 164 m²  116 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 108.000
 277 m²  224 m²  3 hab.  5 baños  3 estac. ,"La Armenia, Quito",USD 219.990
 520 m²  520 m²  5 hab.  4 baños  3 estac. ,"Conocoto, Quito",USD 350.000
 596 m²  396 m²  4 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 450.000
 230 m²  175 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 165.000
 520 m²  5 hab.  4 baños  6 estac. ,"La Armenia, Quito",USD 429.000
 440 m²  270 m²  3 baños  3 estac. ,"Sangolqui, Quito",USD 199.900
 450 m²  450 m²  6 hab.  6 baños  2 estac. ,"Nayón - Tanda, Quito",USD 380.000
 1000 m²  900 m²  4 hab.  6 baños  5 estac. ,"Monteserrín, Quito",USD 2.000.000
 192 m²  180 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 192.000
 294 m²  268 m²  4 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 285.000
