features,location,price
 242 m²  242 m²  7 hab.  5 baños  2 estac. ,"Sur de Quito, Quito",USD 149.000
 150 m²  120 m²  3 hab.  3 baños  1 estac. ,"El Condado, Quito",USD 120.000
 540 m²  300 m²  4 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 280.000
 100 m²  82 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 59.000
 256 m²  133 m²  3 hab.  2 baños  3 estac. ,"Tumbaco, Quito",USD 144.500
 1077 m²  580 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 950.000
 141 m²  141 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 95.000
 220 m²  220 m²  4 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 200.000
 395 m²  274 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 335.000
 177 m²  177 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 238.000
 220 m²  200 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 165.000
 1500 m²  720 m²  4 hab.  6 baños  4 estac. ,"Tumbaco, Quito",USD 790.000
 110 m²  90 m²  3 hab.  2 baños  1 estac. ,"La Armenia, Quito",USD 79.900
 285 m²  240 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 280.000
 1200 m²  680 m²  4 hab.  4 baños  3 estac. ,"Nayón - Tanda, Quito",USD 800.000
 147 m²  116 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 64.800
 300 m²  230 m²  3 hab.  3 baños  2 estac. ,"La Armenia, Quito",USD 199.000
 669 m²  669 m²  5 hab.  6 baños  6 estac. ,"Puembo, Quito",USD 1.800.000
 1300 m²  300 m²  4 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 340.000
 350 m²  250 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 320.000
 196 m²  147 m²  3 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 125.000
 451 m²  127 m²  3 hab.  2 baños  2 estac. ,"Yaruqui, Quito",USD 120.000
 145 m²  120 m²  3 hab.  1 baño  2 estac. ,"Conocoto, Quito",USD 105.000
 5000 m²  1100 m²  5 hab.  5 baños  8 estac. ,"Tababela, Quito",USD 1.250.000
 200 m²  130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 120.000
 1060 m²  166 m²  3 hab.  2 baños  3 estac. ,"Los Chillos, Quito",USD 190.000
 600 m²  170 m²  3 hab.  2 baños ,"Norte de Quito, Quito",USD 150.000
 300 m²  240 m²  4 hab.  4 baños  4 estac. ,"Quitumbe, Quito",USD 90.000
 278 m²  227 m²  3 hab.  3 baños  5 estac. ,"Tumbaco, Quito",USD 250.000
 750 m²  550 m²  4 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 650.000
 224 m²  170 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 250.000
 1100 m²  700 m²  3 hab.  3 baños  4 estac. ,"Puembo, Quito",USD 690.000
 207 m²  207 m²  5 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 95.000
 238 m²  238 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 240.000
 223 m²  171 m²  4 hab.  3 baños  1 estac. ,"Ponceano, Quito",USD 149.000
 343 m²  343 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 430.000
 625 m²  170 m²  4 hab.  2 baños  6 estac. ,"Calderón, Quito",USD 125.000
 409 m²  318 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 405.000
 273 m²  273 m²  3 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 299.000
 240 m²  110 m²  3 hab.  2 baños  3 estac. ,"Pifo, Quito",USD 107.000
 297 m²  178 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 185.000
 1500 m²  415 m²  4 hab.  5 baños ,"Puembo, Quito",USD 600.000
 700 m²  433 m²  4 hab.  6 baños  5 estac. ,"Cumbayá, Quito",USD 680.000
 185 m²  185 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 230.000
 10526 m²  526 m²  4 hab.  5 baños  3 estac. ,"Tumbaco, Quito",USD 1.350.000
 247 m²  157 m²  3 hab.  3 baños  2 estac. ,"Calderón, Quito",USD 135.000
 225 m²  220 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 198.000
 450 m²  350 m²  4 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 405.000
 192 m²  192 m²  4 hab.  3 baños  2 estac. ,"Sangolqui, Quito",USD 149.000
 246 m²  190 m²  2 hab.  2 baños  2 estac. ,"Nayón - Tanda, Quito",USD 285.000
 212 m²  134 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 157.000
 328 m²  198 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 295.000
 322 m²  322 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 432.000
 461 m²  311 m²  3 hab.  3 baños  3 estac. ,"Nayón - Tanda, Quito",USD 340.000
 160 m²  138 m²  4 hab.  3 baños  1 estac. ,"La Armenia, Quito",USD 70.000
 253 m²  229 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 190.000
 200 m²  164 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 210.000
 330 m²  270 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 289.000
 211 m²  152 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 146.000
 388 m²  295 m²  3 hab.  2 baños  4 estac. ,"Cumbayá, Quito",USD 329.000
 110 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 105.000
 167 m²  151 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 163.000
 557 m²  318 m²  3 hab.  2 baños  4 estac. ,"Calderón, Quito",USD 150.000
 191 m²  88 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 79.900
 490 m²  240 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 270.000
 415 m²  319 m²  3 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 420.000
 164 m²  130 m²  4 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 108.000
 165 m²  165 m²  3 hab.  2 baños  2 estac. ,"El Inca, Quito",USD 126.000
 90 m²  90 m² ,"Conocoto, Quito",USD 86.000
 167 m²  167 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 134.000
 110 m²  98 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 78.000
 2200 m²  780 m²  6 hab.  6 baños  5 estac. ,"Lumbisí, Quito",USD 670.000
 458 m²  325 m²  3 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 395.000
 209 m²  156 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 180.000
 1275 m²  375 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 450.000
 268 m²  268 m²  4 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 285.000
 539 m²  247 m²  3 hab.  4 baños ,"Los Chillos, Quito",USD 270.000
 413 m²  279 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 320.000
 100 m²  88 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 90.000
 334 m²  334 m²  8 hab.  4 baños  1 estac. ,"Sur de Quito, Quito",USD 108.000
 202 m²  200 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 180.000
 385 m²  385 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 520.000
 110 m²  110 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 99.000
 239 m²  130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 138.500
 113 m²  77 m²  3 hab.  1 baño  2 estac. ,"Sur de Quito, Quito",USD 64.990
 1144 m²  706 m²  3 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 890.000
 269 m²  210 m²  5 hab.  2 baños ,"Calderón, Quito",USD 85.690
 250 m²  190 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 250.000
 195 m²  195 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 240.000
 1250 m²  500 m²  3 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 949.000
 130 m²  130 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 125.000
 4920 m²  4920 m²  4 hab.  4 baños  10 estac. ,"Nayón - Tanda, Quito",USD 1.100.000
 284 m²  284 m²  4 hab.  3 baños  2 estac. ,"Puembo, Quito",USD 340.000
 359 m²  193 m²  2 baños  2 estac. ,"Tumbaco, Quito",USD 240.000
 173 m²  160 m²  2 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 168.000
 200 m²  190 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 210.000
 250 m²  250 m²  4 hab.  4 baños  3 estac. ,"Ponceano, Quito",USD 249.000
 250 m²  170 m²  3 hab.  2 baños  5 estac. ,"Quitumbe, Quito",USD 78.000
 246 m²  216 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 295.000
 187 m²  122 m²  4 hab.  3 baños  2 estac. ,"Pomasqui, Quito",USD 99.000
 353 m²  268 m²  4 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 280.000
 453 m²  275 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 330.000
 120 m²  117 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 70.000
 397 m²  214 m²  3 hab.  4 baños  2 estac. ,"Nayón - Tanda, Quito",USD 260.000
 133 m²  99 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 98.000
 294 m²  210 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 220.000
 149 m²  134 m²  3 hab.  2 baños  1 estac. ,"El Inca, Quito",USD 98.000
 300 m²  300 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 490.000
 228 m²  130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 129.000
 1640 m²  155 m²  3 hab.  2 baños  3 estac. ,"Puembo, Quito",USD 330.000
 140 m²  105 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 89.000
 300 m²  162 m²  3 hab.  2 baños  3 estac. ,"La Armenia, Quito",USD 158.600
 225 m²  205 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 235.000
 122 m²  110 m²  3 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 98.000
 272 m²  272 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 258.000
 1390 m²  600 m²  4 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 1.300.000
 300 m²  300 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 620.000
 571 m²  257 m²  4 hab.  4 baños  5 estac. ,"Nayón - Tanda, Quito",USD 285.000
 95 m²  95 m²  3 hab.  2 baños  1 estac. ,"Carapungo, Quito",USD 61.900
 314 m²  314 m²  5 hab.  5 baños  2 estac. ,"Cumbayá, Quito",USD 395.000
 132 m²  132 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 115.000
 255 m²  155 m²  3 hab.  2 baños  2 estac. ,"Carcelén, Quito",USD 95.000
 200 m²  200 m²  3 hab.  3 baños  2 estac. ,"La Carolina, Quito",USD 1
 1000 m²  300 m²  5 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 320.000
 222 m²  182 m²  3 hab.  3 baños  2 estac. ,"Mitad del Mundo, Quito",USD 140.000
 177 m²  119 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 86.900
 150 m²  120 m²  4 hab.  3 baños  1 estac. ,"Tumbaco, Quito",USD 122.000
 180 m²  180 m²  3 hab.  2 baños  4 estac. ,"Conocoto, Quito",USD 135.000
 1341 m²  935 m²  6 baños  5 estac. ,"Cumbayá, Quito",USD 2.000.000
 750 m²  550 m²  4 hab.  5 baños  2 estac. ,"Nayón, Quito",USD 465.000
 150 m²  110 m²  3 hab.  2 baños  2 estac. ,"San Isidro - Vista Grande, Quito",USD 79.000
 690 m²  550 m²  4 hab.  7 baños  4 estac. ,"Nayón - Tanda, Quito",USD 680.000
 900 m²  600 m²  4 hab.  4 baños  4 estac. ,"Sangolqui, Quito",USD 480.000
 311 m²  210 m²  3 hab.  3 baños  3 estac. ,"Nayón - Tanda, Quito",USD 319.000
 934 m²  934 m²  4 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 1.950.000
 1000 m²  500 m²  4 baños  3 estac. ,"Cumbayá, Quito",USD 500.000
 78 m²  2 hab.  1 baño ,"Quito, Pichincha",USD 40.000
 241 m²  241 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 330.000
 300 m²  215 m²  3 hab.  2 baños  3 estac. ,"Cumbayá, Quito",USD 259.000
 125 m²  115 m²  3 hab.  2 baños  1 estac. ,"Vía Simón Bolivar, Quito",USD 300
 750 m²  550 m²  4 hab.  5 baños  4 estac. ,"Centro Norte, Quito",USD 465.000
 125 m²  116 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 76.000
 1200 m²  702 m²  5 hab.  5 baños  3 estac. ,"Cumbayá, Quito",USD 980.000
 120 m²  110 m²  3 hab.  3 baños  1 estac. ,"El Condado, Quito",USD 79.000
 226 m²  167 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 185.000
 150 m²  105 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 91.000
 462 m²  312 m²  3 hab.  3 baños  3 estac. ,"Miravalle, Quito",USD 390.000
 197 m²  158 m²  3 hab.  3 baños  1 estac. ,"Carcelén, Quito",USD 120.000
 155 m²  155 m²  2 hab.  1 baño ,"Sur de Quito, Quito",USD 50.000
 235 m²  132 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 130.000
 151 m²  151 m²  3 hab.  2 baños  2 estac. ,"Lumbisí, Quito",USD 169.900
 574 m²  220 m²  4 hab.  3 baños  2 estac. ,"Nayón - Tanda, Quito",USD 268.000
 305 m²  250 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 225.000
 320 m²  280 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 385.000
 627 m²  384 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 495.000
 850 m²  710 m²  4 hab.  4 baños  5 estac. ,"Miravalle, Quito",USD 980.000
 466 m²  247 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 314.000
 160 m²  160 m²  2 hab.  2 baños  3 estac. ,"Cumbayá, Quito",USD 210.000
 224 m²  224 m²  3 hab.  3 baños  1 estac. ,"Tumbaco, Quito",USD 281.000
 380 m²  270 m²  4 hab.  4 baños  2 estac. ,"Miravalle, Quito",USD 375.000
 218 m²  156 m²  3 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 195.000
 285 m²  205 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 210.000
 1285 m²  285 m²  3 hab.  3 baños  6 estac. ,"Nayón, Quito",USD 350.000
 224 m²  224 m²  3 hab.  3 baños  1 estac. ,"Tumbaco, Quito",USD 330.000
 170 m²  121 m²  3 hab.  2 baños ,"Carapungo, Quito",USD 130.000
 200 m²  148 m²  3 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 148.000
 836 m²  589 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 780.000
 223 m²  223 m²  3 hab.  4 baños  1 estac. ,"Tumbaco, Quito",USD 355.000
 228 m²  189 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 188.000
 110 m²  110 m²  3 hab.  2 baños  2 estac. ,"La Carolina, Quito",USD 600
 223 m²  156 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 232.000
 159 m²  159 m²  4 hab.  2 baños  2 estac. ,"Nayón - Tanda, Quito",USD 220.000
 1000 m²  650 m²  4 hab.  5 baños  4 estac. ,"San Isidro - Vista Grande, Quito",USD 850.000
 120 m²  120 m²  3 hab.  2 baños  2 estac. ,"Monteserrín, Quito",USD 185.000
 257 m²  257 m²  2 hab.  2 baños  3 estac. ,"Nayón - Tanda, Quito",USD 185.000
 212 m²  160 m²  3 hab.  3 baños  2 estac. ,"El Condado, Quito",USD 130.000
 215 m²  180 m²  3 hab.  3 baños  2 estac. ,"El Condado, Quito",USD 169.000
 588 m²  310 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 385.000
 229 m²  191 m²  3 baños  2 estac. ,"Los Chillos, Quito",USD 155.000
 1063 m²  250 m²  3 hab.  2 baños  4 estac. ,"Nayón - Tanda, Quito",USD 350.000
 252 m²  80 m²  3 hab.  1 baño  2 estac. ,"Yaruqui, Quito",USD 28.000
 900 m²  900 m²  4 hab.  5 baños  4 estac. ,"Centro Norte, Quito",USD 900.000
 102 m²  102 m²  3 hab.  2 baños  1 estac. ,"Ponceano, Quito",USD 95.000
 427 m²  275 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 345.000
 235 m²  235 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 230.000
 120 m²  120 m²  3 hab.  1 baño  1 estac. ,"Sangolqui, Quito",USD 85.000
 140000 m²  140000 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 136.000
 393 m²  242 m²  3 hab.  3 baños  3 estac. ,"Sangolqui, Quito",USD 160.000
 1360 m²  1360 m²  4 hab.  7 baños  6 estac. ,"Cumbayá, Quito",USD 2.500.000
 43 m²  40 m²  2 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 39.000
 308 m²  228 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 310.000
 200 m²  108 m²  3 hab.  1 baño  2 estac. ,"Conocoto, Quito",USD 80.000
 460 m²  430 m²  4 hab.  5 baños  2 estac. ,"Quito Tenis, Quito",USD 340.000
 630 m²  420 m²  3 baños  5 estac. ,"Calderón, Quito",USD 260.000
 435 m²  185 m²  5 hab.  4 baños  3 estac. ,"Sur de Quito, Quito",USD 150.000
 342 m²  198 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 230.000
 335 m²  310 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 248.000
 5000 m²  301 m²  3 hab.  2 baños ,"Checa, Quito",USD 320.000
 480 m²  480 m²  9 hab.  5 baños  3 estac. ,"Conocoto, Quito",USD 208.000
 180 m²  140 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 95.000
 150 m²  150 m²  2 baños  2 estac. ,"La Armenia, Quito",USD 135.000
 700 m²  420 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 378.000
 248 m²  248 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 250.000
 788 m²  788 m²  3 baños  1 estac. ,"Centro de Quito, Quito",USD 450.000
 144 m²  144 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 135.000
 700 m²  400 m²  3 hab.  3 baños  4 estac. ,"Sangolqui, Quito",USD 239.000
 231 m²  231 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 360.000
 293 m²  192 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 240.000
 617 m²  352 m²  7 hab.  4 baños  3 estac. ,"Sur de Quito, Quito",USD 135.000
 1690 m²  660 m²  4 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 900.000
 1225 m²  495 m²  4 hab.  5 baños  8 estac. ,"Guayllabamba, Quito",USD 190.000
 139 m²  99 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 79.500
 11200 m²  900 m²  4 hab.  4 baños  20 estac. ,"Pifo, Quito",USD 1.100.000
 208 m²  208 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 325.000
 144 m²  144 m²  3 hab.  2 baños  1 estac. ,"Sur de Quito, Quito",USD 72.000
 90 m²  75 m²  2 hab.  1 baño  1 estac. ,"Conocoto, Quito",USD 58.000
 165 m²  119 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 72.000
 125 m²  117 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 87.000
 1540 m²  1200 m²  4 hab.  4 baños  4 estac. ,"Centro Norte, Quito",USD 1.680.000
 180 m²  160 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 210.000
 200 m²  80 m²  3 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 55.000
 71 m²  71 m²  2 hab.  1 baño ,"Sur de Quito, Quito",USD 50.000
 500 m²  186 m²  6 hab.  4 estac. ,"Los Chillos, Quito",USD 160.000
 290 m²  205 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 315.000
 2120 m²  590 m²  3 hab.  3 baños  2 estac. ,"Puembo, Quito",USD 480.000
 422 m²  385 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 420.000
 580 m²  265 m²  4 hab.  4 baños  4 estac. ,"Miravalle, Quito",USD 365.000
 140 m²  100 m²  4 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 107.000
 110 m²  98 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 68.000
 476 m²  400 m²  5 hab.  5 baños  6 estac. ,"Cumbayá, Quito",USD 730.000
 70 m²  145 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 160.000
 250 m²  250 m²  4 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 369.000
 280 m²  185 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 282.000
 130 m²  120 m²  3 hab.  4 baños  1 estac. ,"El Condado, Quito",USD 118.000
 200 m²  174 m²  7 hab.  3 baños ,"Sur de Quito, Quito",USD 61.000
 300 m²  200 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 195.000
 925 m²  531 m²  3 hab.  4 baños ,"Los Chillos, Quito",USD 550.000
 5157 m²  423 m²  3 hab.  4 baños  5 estac. ,"Cumbayá, Quito",USD 1.495.530
 120 m²  120 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 95.000
 120 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 88.000
 340 m²  340 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 387.000
 1250 m²  240 m²  3 hab.  3 baños  10 estac. ,"San Rafael, Quito",USD 365.000
 300 m²  250 m²  3 hab.  3 baños  2 estac. ,"Nayón - Tanda, Quito",USD 238.000
 1300 m²  1300 m²  7 hab.  8 baños ,"Conocoto, Quito",USD 550.000
 260 m²  180 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 185.000
 257 m²  257 m²  3 hab.  3 baños  3 estac. ,"Mitad del Mundo, Quito",USD 185.000
 230 m²  176 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 175.000
 360 m²  360 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 259.000
 798 m²  798 m²  4 hab.  4 baños  3 estac. ,"Checa, Quito",USD 2.126.000
 160 m²  124 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 174.000
 420 m²  420 m²  3 hab.  4 baños ,"Pifo, Quito",USD 498.000
 166 m²  156 m²  4 hab.  2 baños ,"La Armenia, Quito",USD 75.900
 587 m²  229 m²  4 hab.  4 baños  3 estac. ,"Sangolqui, Quito",USD 240.000
 710 m²  710 m²  15 hab.  8 baños  6 estac. ,"Monjas, Quito",USD 275.000
 180 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 235.000
 294 m²  224 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 255.000
 180 m²  600 m²  4 hab.  3 baños  5 estac. ,"Miravalle, Quito",USD 590.000
 233 m²  233 m²  3 hab.  3 baños  4 estac. ,"Sangolqui, Quito",USD 235.000
 315 m²  315 m²  5 hab.  4 baños  2 estac. ,"Calderón, Quito",USD 200.000
 208 m²  156 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 190.000
 100 m²  95 m²  3 hab.  2 baños ,"Calderón, Quito",USD 58.000
 145 m²  145 m²  4 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 144.000
 283 m²  231 m²  5 hab.  3 baños  2 estac. ,"Amagasí, Quito",USD 180.000
 170 m²  150 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 149.000
 184 m²  184 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 280.000
 593 m²  250 m²  4 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 299.000
 220 m²  180 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 155.000
 112 m²  112 m²  3 hab.  2 baños  1 estac. ,"Llano Grande, Quito",USD 87.000
 244 m²  105 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 79.500
 313 m²  313 m²  7 hab.  4 baños  4 estac. ,"Mitad del Mundo, Quito",USD 235.000
 360 m²  360 m²  4 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 410.000
 580 m²  580 m²  4 hab.  3 baños  5 estac. ,"Los Chillos, Quito",USD 365.000
 243 m²  198 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 666 m²  230 m²  4 hab.  3 baños  3 estac. ,"San Rafael, Quito",USD 180.000
 269 m²  188 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 194.000
 140 m²  140 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 125.000
 165 m²  165 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 180.000
 220 m²  200 m²  4 hab.  3 baños  2 estac. ,"Amagasí, Quito",USD 178.000
 995 m²  460 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 760.000
 86 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 75.000
 560 m²  560 m²  6 hab.  6 baños  2 estac. ,"Nayón - Tanda, Quito",USD 450.000
 368 m²  368 m²  3 hab.  4 baños  6 estac. ,"Tumbaco, Quito",USD 640.000
 500 m²  275 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 329.000
 270 m²  150 m²  3 hab.  3 baños  2 estac. ,"San Rafael, Quito",USD 149.700
 214 m²  214 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 118.000
 142 m²  142 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 105.000
 216 m²  216 m²  3 hab.  2 baños  2 estac. ,"Amagasí, Quito",USD 200.000
 293 m²  293 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 243.000
 82 m²  188 m²  2 hab.  3 baños  2 estac. ,"San Rafael, Quito",USD 184.593
 122 m²  142 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 115.000
 100 m²  100 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 89.500
 1016 m²  1545 m²  5 hab.  6 baños  5 estac. ,"Nayón - Tanda, Quito",USD 2.400.000
 150 m²  150 m²  2 hab.  2 baños  1 estac. ,"La Carolina, Quito",USD 150.000
 154 m²  154 m²  3 hab.  2 baños  1 estac. ,"Miravalle, Quito",USD 79.500
